firm,size,year,treshold,ROA3,ROA,FL,ETL,ROA2,ETLL,PPD,ROE,ROC,BVnK2,BVnK,GPM,PpDRG,RGSiD,NPA,RK,DAA,IADMA,IADMA2,KZP,KZP2,DZP,DZP2,ZFPP,IiPKKCHoSP,AR,ADA,AAA,RnSK,RnP,RnBA,EnR,OEnP,EnS,PPP,PPA,PPD,EDMA,EDMA2,OL,OL2,BL,NL,AL,AL2,PoOK,PoOK2,FM,VzGnSoD,FA,FLL,PnKZ,FS,OKP,InPoP,PRnK,OPnL,OPP,LP,DDkSK,ODA2,OKA,OKA2,ZnS,OnA2,OnB,SSnD,KSnDpDP,KSOLP,SSOLP,Unempoyment,Inlation,GDPgrove,GP,GP.index,EGP,KPEE
11,2,2010,700,0.014702,0.012453,0.322091,0.099370,0.001712,0.085003,0.043538,0.002466,0.021125,0.021143,0.002463,0.001675,0.001960,3.146492,0.000000,-0.198725,0.868882,0.660115,0.698025,0.998618,0.995196,0.001382,0.004804,0.338632,-0.016013,0.011997,0.339796,0.295242,0.002376,0.004838,0.001593,1.023136,0.013229,4.126249,0.013867,0.015411,0.043538,1.190514,1.246023,0.395848,0.352373,0.342561,0.307958,0.017301,0.011665,-0.192164,-0.177196,-0.296334,1.055606,0.670612,0.325549,0.210381,0.772334,-0.603317,0.018610,2.040138,0.880597,0.479675,0.040774,0.000679,1.245511,7.942308,10.372146,0.802884,1.111981,0.103456,1.406695,1.472760,0.180000,0.200000,10.300000,2.438991,0.024457,-0.011877,1.000000,2.630467,0.998044
11,2,2009,700,0.014492,0.014702,0.325549,0.085003,0.002893,0.120837,0.073264,0.004101,0.020438,0.020445,0.004082,0.002594,0.003014,4.346647,0.000000,-0.194819,0.919376,0.739643,0.722049,0.990485,1.020286,0.009515,0.012448,0.447193,-0.078377,0.014304,0.260207,0.239228,0.004026,0.010466,0.002908,1.002601,0.012354,4.764957,0.017265,0.020252,0.073264,1.283084,1.324425,0.292027,0.389968,0.229587,0.221902,0.003842,0.005423,-0.165247,-0.151345,-0.269766,1.025159,0.722178,0.277057,0.140250,0.788384,-0.701237,-0.204849,2.634006,0.803279,0.385827,0.046622,0.003660,1.323442,14.671053,10.336037,0.755605,1.173221,0.052691,1.337227,1.364090,0.550000,2.405833,6.800000,2.753202,0.003161,0.115528,1.012020,2.521749,0.989960
11,2,2008,700,0.014584,0.014492,0.277057,0.120837,0.006365,0.119857,0.087657,0.009009,0.020482,0.020486,0.008941,0.004415,0.005033,5.888695,0.000000,-0.160429,0.853703,0.703283,0.676211,1.048301,1.015115,0.015206,0.019503,0.344365,-0.224281,0.012792,0.296444,0.253075,0.008735,0.020572,0.006019,1.004435,0.009396,5.674254,0.017472,0.027121,0.087657,1.721080,1.835406,0.476962,0.533622,0.407850,0.393345,0.006826,0.020173,-0.109289,-0.086557,-0.232814,1.015697,0.701946,0.296554,0.096416,0.812385,-0.548301,0.168542,2.261092,0.559322,0.246269,0.029517,0.006457,1.834205,10.033989,10.097210,0.545195,1.552235,0.083616,1.429038,1.387310,5.770000,5.117500,5.600000,12.348720,0.146414,0.330241,0.907212,2.907131,1.055668
12,2,2013,700,0.001887,-0.001406,0.505183,0.078994,-0.011239,0.075800,0.048105,-0.024140,0.002084,0.003336,-0.012417,-0.025418,-0.030138,0.363231,-0.013574,0.048359,0.840889,0.025263,0.081976,0.208065,0.177544,0.791935,0.822456,0.839592,0.020109,0.077668,0.973736,0.818803,-0.024435,-0.021469,-0.011428,0.975228,0.006893,0.613420,0.057492,0.025182,0.048105,0.554349,0.562046,1.436639,1.931301,1.436639,0.520307,0.457951,0.328954,0.108577,0.201738,0.103397,1.292351,0.467702,0.507309,1.156860,1.057509,0.090849,-0.033658,8.029133,4.474820,0.376437,0.027859,0.901310,0.536289,2.799211,2.390301,1.864666,0.438016,0.243260,1.473555,1.419020,0.020000,0.018333,12.900000,0.890094,0.001536,-0.065055,1.345635,2.227299,1.014518
12,2,2012,700,0.006906,0.003019,0.507309,0.075800,-0.007209,0.070167,0.043195,-0.014442,0.007384,0.008177,-0.007707,-0.015255,-0.017957,0.414176,-0.002076,0.127067,0.793403,0.140286,0.106263,0.148246,0.129149,0.851754,0.870851,0.825642,-0.172598,0.064747,0.864265,0.685711,-0.014547,-0.012569,-0.006743,0.984974,0.016044,0.712947,0.051970,0.024774,0.043195,0.589812,0.635858,2.597738,3.267488,2.597738,2.287413,0.155162,1.099879,0.284973,0.307682,0.274130,1.083765,0.463530,0.530679,0.515468,1.160155,0.236858,0.363594,11.573956,1.898507,0.389706,0.027345,0.985785,0.604445,2.158275,2.255430,1.654410,0.476693,0.435658,1.522050,1.483600,0.030000,0.113333,12.300000,2.954568,0.015862,0.249542,1.439266,1.996101,1.024021
12,2,2011,700,0.008689,0.007648,0.530679,0.070167,-0.009060,0.083527,0.044461,-0.015154,0.010269,0.011338,-0.010708,-0.021268,-0.026316,0.392518,0.005359,0.169182,0.783183,0.066479,0.093827,0.103569,0.382745,0.896431,0.617255,0.904053,-0.467645,0.071457,0.935142,0.732387,-0.015270,-0.017930,-0.008247,0.979175,0.023251,0.588013,0.054454,0.022466,0.044461,0.505798,0.531651,4.551622,1.096083,4.551622,-1.270806,2.911214,0.579082,0.450518,0.035844,0.313262,1.150564,0.540064,0.372984,1.276738,1.216018,0.367837,0.273955,19.992956,1.846503,0.472901,0.039028,0.763431,0.496298,1.732000,2.445575,2.014919,0.412572,0.208084,1.406451,1.511580,0.220000,0.195000,11.300000,4.219903,0.080085,0.151835,1.151835,2.181925,1.043590
12,2,2010,700,0.027546,0.009593,0.372984,0.083527,0.017532,0.155850,0.117172,0.025127,0.036785,0.036785,0.023412,0.052153,0.066184,0.399798,0.016585,-0.173400,0.889946,0.124122,0.340255,0.854630,0.830962,0.145370,0.169038,0.899053,-1.042871,0.062731,0.855028,0.760929,0.024815,0.050003,0.016585,1.056016,0.072524,0.691165,0.108162,0.041082,0.117172,0.439803,0.454759,0.388260,0.399533,0.388260,0.185511,0.101374,0.122662,-0.482612,-0.397080,-0.259452,1.198141,0.668331,0.311896,0.225833,0.805156,-0.522811,0.675365,2.527906,0.357849,0.206678,0.031735,0.072142,0.422183,3.264717,3.784933,2.368639,0.379817,0.226329,1.477377,1.472760,0.180000,0.200000,10.300000,2.438991,0.024457,-0.011877,1.000000,2.630467,0.998044
12,2,2009,700,0.016329,0.027546,0.311896,0.155850,0.005039,0.126579,0.083162,0.006162,0.019248,0.019248,0.005940,0.020593,0.025589,0.529257,0.006745,-0.125499,0.910530,0.571606,0.497327,0.798279,0.832602,0.201721,0.167398,0.000000,0.000000,0.075189,0.461491,0.420201,0.006143,0.016668,0.004489,1.021026,0.060491,0.669635,0.093140,0.025142,0.083162,0.280994,0.335469,0.416199,0.873392,0.416199,0.107937,0.154131,0.458333,-0.521955,-0.071135,-0.171750,1.273109,0.730709,0.244250,0.335990,0.862169,-0.466036,0.096758,3.651830,0.690529,0.327788,0.041491,0.074341,0.311158,2.687390,2.037838,3.213805,0.269940,0.234305,1.406695,1.364090,0.550000,2.405833,6.800000,2.753202,0.003161,0.115528,1.012020,2.521749,0.989960
12,2,2008,700,0.032858,0.016329,0.244250,0.126579,0.032057,0.640297,0.606425,0.033448,0.034284,0.034284,0.033448,0.110088,0.138133,0.567709,0.002887,0.116826,0.812516,0.387324,0.558585,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.047282,0.645617,0.524574,0.032897,0.432692,0.030573,1.123706,0.111701,1.067007,0.152733,0.044928,0.606425,0.379430,0.469065,2.653409,7.126363,2.653409,-0.696241,1.642701,5.767134,0.416424,0.865898,0.125708,1.292235,0.929342,-0.051375,1.113636,1.143783,1.653409,3.191234,13.152753,0.025761,0.018771,0.012019,0.000000,0.418019,1.496376,0.992814,2.392234,0.294163,0.238373,1.337227,1.387310,5.770000,5.117500,5.600000,12.348720,0.146414,0.330241,0.907212,2.907131,1.055668
13,2,2014,,0.039364,0.059352,0.680421,0.154554,0.037691,0.120234,0.111579,0.127283,0.079583,0.078246,0.074920,0.036500,0.046051,1.038970,0.000999,-0.315570,0.713572,0.000000,0.000000,0.845614,0.717973,0.154386,0.282027,0.000000,0.000000,0.038643,0.943291,0.673106,0.128902,0.052164,0.037136,1.037882,0.034140,1.640495,0.069921,0.080622,0.111579,1.609342,1.565397,0.475795,0.505686,0.475795,0.272199,0.099032,0.141137,-0.277778,-0.216652,-1.095376,0.985864,0.288093,0.693643,-0.030152,0.557760,-0.443275,-0.036441,0.661134,0.042308,0.021401,0.002573,0.381503,1.531485,3.966279,4.511905,0.652961,1.143384,0.196717,1.474000,1.483000,0.020000,0.035000,11.400000,-1.418184,0.017866,-0.042470,1.288486,2.197621,1.018173
13,2,2013,500,0.045103,0.039364,0.693643,0.120234,0.043324,0.137148,0.126542,0.114822,0.059593,0.058970,0.056644,0.041205,0.052295,0.976614,0.001716,-0.182052,0.793411,0.000000,0.000000,0.583374,0.390476,0.416626,0.609524,0.000000,0.000000,0.036544,0.926038,0.734729,0.148253,0.064874,0.045127,1.042976,0.038672,1.644599,0.072458,0.084507,0.126542,1.581416,1.571936,0.551374,1.028794,0.551374,0.140381,0.205497,0.167683,-0.149859,0.006003,-0.598083,1.065665,0.304393,0.667915,0.214376,0.748919,-0.261717,-0.074026,1.464271,0.039216,0.021583,0.002960,0.952086,1.538963,5.429448,4.662496,0.649788,1.157052,0.115537,1.473555,1.419020,0.020000,0.018333,12.900000,0.890094,0.001536,-0.065055,1.345635,2.227299,1.014518
13,2,2012,500,0.063701,0.045103,0.667915,0.137148,0.061954,0.193383,0.178266,0.146435,0.083379,0.075441,0.073372,0.054901,0.069078,0.984458,0.146206,0.181530,0.725012,0.000000,0.000000,0.167427,0.269171,0.832573,0.590915,0.000000,0.000000,0.033155,0.947127,0.686678,0.136445,0.109241,0.060668,1.058090,0.051504,1.733590,0.081742,0.101100,0.178266,1.687486,1.658748,2.952300,1.589583,2.952300,2.921635,0.015332,0.005208,0.149882,0.074026,0.408265,1.011378,0.444638,0.554727,0.168654,1.251038,0.326868,0.204853,9.754685,0.027523,0.017699,0.003423,1.039900,1.642888,4.412002,5.010485,0.608684,1.237217,0.225477,1.522050,1.483600,0.030000,0.113333,12.300000,2.954568,0.015862,0.249542,1.439266,1.996101,1.024021
13,2,2011,500,0.068051,0.063701,0.554727,0.193383,0.066151,0.180314,0.165977,0.168157,0.099935,0.088543,0.086071,0.064970,0.086504,0.930069,0.090398,-0.002314,0.781854,0.000000,0.000000,0.367521,0.381235,0.357320,0.474043,0.000000,0.000000,0.037748,0.948848,0.741861,0.155116,0.103667,0.062138,1.069484,0.060952,1.459018,0.094863,0.105911,0.165977,1.353669,1.395185,0.989497,0.830354,0.989497,0.987997,0.000750,0.009890,-0.002206,-0.035140,-0.005776,1.003192,0.400595,0.599339,0.017254,0.786303,-0.003860,0.215942,2.790698,0.028037,0.018349,0.003309,0.534653,1.382119,4.811221,5.814017,0.723527,1.116664,0.207690,1.406451,1.511580,0.220000,0.195000,11.300000,4.219903,0.080085,0.151835,1.151835,2.181925,1.043590
13,2,2010,500,0.059419,0.068051,0.599339,0.180314,0.056462,0.166106,0.152340,0.143941,0.095433,0.100784,0.095769,0.057164,0.077334,0.933729,0.051157,-0.081249,0.837314,0.000000,0.000000,0.396452,0.675169,0.603548,0.379054,0.000000,0.000000,0.044475,0.945642,0.791800,0.134277,0.084124,0.051721,1.060630,0.055451,1.294074,0.095421,0.102248,0.152340,1.183715,1.233223,0.666667,0.297723,0.664352,0.625772,0.019290,0.018764,-0.082774,-0.268921,-0.210938,1.046777,0.385180,0.613001,0.195988,0.903190,-0.132151,0.011826,3.102623,0.050000,0.029466,0.004894,0.963379,1.220819,6.040509,8.771429,0.819122,1.071663,0.160184,1.477377,1.472760,0.180000,0.200000,10.300000,2.438991,0.024457,-0.011877,1.000000,2.630467,0.998044
13,2,2009,500,0.049982,0.059419,0.613001,0.166106,0.040578,0.165221,0.142210,0.098846,0.104443,0.113709,0.092316,0.035563,0.047194,1.004523,0.023734,-0.536844,0.926311,0.000000,0.000000,1.018861,0.950742,0.102226,0.115416,0.000000,0.000000,0.041858,0.940947,0.871609,0.094191,0.062995,0.037749,1.036875,0.039880,1.477302,0.073090,0.091605,0.142210,1.272010,1.397643,0.120696,0.165402,0.120696,0.083673,0.018512,0.011489,-0.460450,-0.373207,-1.339538,1.181949,0.400769,0.594650,0.326916,0.498780,-0.895888,-0.066256,0.756757,0.188596,0.098174,0.016220,0.152848,1.381360,15.822086,13.520315,0.723924,1.253311,0.053509,1.406695,1.364090,0.550000,2.405833,6.800000,2.753202,0.003161,0.115528,1.012020,2.521749,0.989960
13,2,2008,500,0.040590,0.049982,0.594650,0.165221,0.028413,0.170377,0.143117,0.067589,0.075969,0.075969,0.053178,0.020140,0.027446,1.476989,0.000000,-0.387444,0.885211,0.000000,0.000000,0.868696,0.803455,0.131304,0.196545,0.000000,0.000000,0.037534,0.927893,0.821382,0.065380,0.047706,0.027581,1.020554,0.027154,1.804344,0.057024,0.085239,0.143117,1.660854,1.694219,0.228556,0.226031,0.228033,0.224895,0.001569,0.002034,-0.267017,-0.241130,-0.918431,0.936705,0.421854,0.577813,-0.234310,0.562315,-0.670150,0.418957,0.991109,0.303030,0.133333,0.022717,0.179950,1.670649,12.640732,14.200514,0.598570,1.494791,0.078385,1.337227,1.387310,5.770000,5.117500,5.600000,12.348720,0.146414,0.330241,0.907212,2.907131,1.055668
13,2,2007,500,0.044489,0.040590,0.577813,0.170377,0.030874,0.186270,0.153145,0.068918,0.071996,0.071996,0.049963,0.030730,0.046154,1.272486,0.023438,-0.331752,0.904855,0.000000,0.000000,0.734518,0.692114,0.265482,0.307886,0.000000,0.000000,0.057860,0.924453,0.836496,0.066622,0.048008,0.027902,1.031704,0.037015,1.372466,0.081942,0.098487,0.153145,1.218466,1.325954,0.222876,0.205253,0.222222,0.216993,0.002614,0.006061,-0.305420,-0.252633,-0.792139,1.188238,0.418806,0.580726,0.468627,0.633364,-0.570811,0.287794,1.342484,0.289941,0.126289,0.023524,0.368421,1.304188,11.416422,15.326772,0.766761,1.201914,0.086309,1.429038,1.331220,4.580000,3.924167,6.900000,8.402534,0.192506,0.069444,0.681991,3.778226,1.000000
14,3,2014,250,0.044571,0.055706,0.401303,0.313394,0.032586,0.189379,0.155336,0.069519,0.081060,0.081060,0.059262,0.056110,0.071250,0.506546,0.135173,-0.369330,0.842004,0.039280,0.038801,0.996562,0.847301,0.003438,0.152699,0.769226,-0.109408,0.080751,0.961898,0.809922,0.065993,0.058723,0.031073,1.059445,0.065658,0.829165,0.126976,0.086196,0.155336,0.794798,0.796993,0.299617,0.262091,0.299310,-0.068252,0.183781,0.121488,-0.570542,-0.489314,-0.784383,1.108450,0.470854,0.478617,0.146922,0.561367,-0.697974,-0.041093,0.896359,0.258716,0.128908,0.024000,0.003864,0.769639,4.097138,5.753903,1.299310,0.678838,0.094112,1.474000,1.483000,0.020000,0.035000,11.400000,-1.418184,0.017866,-0.042470,1.288486,2.197621,1.018173
14,3,2013,250,0.040479,0.044571,0.478617,0.189379,0.027002,0.201801,0.167975,0.059854,0.074222,0.074222,0.049510,0.040396,0.050722,0.513990,0.071365,-0.291198,0.926133,0.038319,0.046724,0.684144,0.828288,0.315856,0.171712,0.726342,0.135474,0.085859,0.961815,0.890769,0.058115,0.050794,0.027104,1.042097,0.054603,0.878028,0.120450,0.089293,0.167975,0.833448,0.837004,0.202339,0.156728,0.201958,0.157357,0.022301,0.018057,-0.391317,-0.517144,-0.624361,1.179601,0.466393,0.529779,0.374980,0.685577,-0.545715,-0.101338,1.739244,0.332894,0.141021,0.028170,0.361376,0.798202,10.074194,10.404220,1.252815,0.741328,0.088136,1.473555,1.419020,0.020000,0.018333,12.900000,0.890094,0.001536,-0.065055,1.345635,2.227299,1.014518
14,3,2012,250,0.048318,0.040479,0.529779,0.201801,0.030814,0.201356,0.161210,0.069189,0.102413,0.102413,0.065311,0.041198,0.051117,0.555351,0.043315,-0.474854,0.931342,0.055200,0.051574,0.963628,0.952325,0.036372,0.047675,0.813319,-0.054911,0.074601,0.927296,0.863629,0.070108,0.054191,0.030565,1.042968,0.058321,0.987602,0.110642,0.091666,0.161210,0.935379,0.935715,0.126323,0.129800,0.125816,0.095359,0.015228,0.010738,-0.577814,-0.554794,-1.089183,1.091080,0.435973,0.560389,0.149674,0.490140,-0.841899,0.173019,0.839884,0.362593,0.172117,0.034206,0.047055,0.889472,11.969575,12.084034,1.124263,0.828489,0.073138,1.522050,1.483600,0.030000,0.113333,12.300000,2.954568,0.015862,0.249542,1.439266,1.996101,1.024021
14,3,2011,250,0.051473,0.048318,0.560389,0.201356,0.034137,0.212273,0.170237,0.077652,0.108842,0.108842,0.072184,0.052895,0.068055,0.567499,0.056303,-0.444177,0.931539,0.047945,0.075134,0.940437,0.940574,0.059563,0.059426,0.799008,-0.046154,0.077441,0.946912,0.882085,0.074677,0.062319,0.033970,1.055849,0.071933,0.871423,0.130320,0.093252,0.170237,0.797984,0.804057,0.133547,0.138370,0.133039,0.121239,0.005900,0.019590,-0.623780,-0.634680,-0.976443,1.106119,0.454893,0.543727,0.157342,0.523179,-0.814845,0.159221,0.950692,0.336972,0.175564,0.035164,0.071375,0.771858,10.401112,9.811232,1.295575,0.715564,0.091530,1.406451,1.511580,0.220000,0.195000,11.300000,4.219903,0.080085,0.151835,1.151835,2.181925,1.043590
14,3,2010,250,0.049199,0.051473,0.543727,0.212273,0.032874,0.195272,0.157756,0.079566,0.109469,0.109469,0.073145,0.058327,0.076219,0.598462,0.027306,-0.464229,0.922551,0.102739,0.132379,0.940705,0.969704,0.059295,0.063876,0.718702,-0.169212,0.088120,0.898312,0.828738,0.076916,0.056660,0.032626,1.061940,0.078714,0.742908,0.146439,0.091529,0.157756,0.698938,0.703241,0.142980,0.138833,0.138200,0.072853,0.032674,0.032612,-0.748370,-0.758576,-1.094416,1.124136,0.424179,0.568178,0.150149,0.496799,-0.806203,0.031898,0.846117,0.331966,0.170205,0.031263,0.080492,0.676759,8.009402,8.177043,1.477631,0.625029,0.092148,1.477377,1.472760,0.180000,0.200000,10.300000,2.438991,0.024457,-0.011877,1.000000,2.630467,0.998044
14,3,2009,250,0.054373,0.049199,0.568178,0.195272,0.037251,0.187126,0.146941,0.094701,0.123881,0.123881,0.084870,0.065585,0.085320,0.524528,-0.001458,-0.484187,0.924590,0.162387,0.248623,1.000000,1.000000,0.068663,0.081206,0.577856,-0.040434,0.070618,0.998667,0.923358,0.090426,0.064957,0.036349,1.070189,0.086931,0.714028,0.134724,0.084266,0.146941,0.685725,0.713197,0.134757,0.154892,0.133803,0.068700,0.032552,0.018811,-0.793304,-0.758109,-1.204506,1.140525,0.418042,0.573885,0.165841,0.476323,-0.865243,-0.044496,0.787001,0.315532,0.186854,0.033176,0.095586,0.685006,8.093682,7.196997,1.459842,0.625474,0.092833,1.406695,1.364090,0.550000,2.405833,6.800000,2.753202,0.003161,0.115528,1.012020,2.521749,0.989960
14,3,2008,250,0.063261,0.054373,0.573885,0.187126,0.031891,0.180117,0.115565,0.081716,0.145732,0.145388,0.073292,0.049629,0.062581,0.684743,-0.028681,-0.463658,0.901010,0.342058,0.392068,1.000000,0.972752,0.094316,0.075660,0.562596,-0.062922,0.054306,0.998204,0.899391,0.078508,0.053621,0.030170,1.052221,0.089159,1.111711,0.096869,0.068731,0.115565,0.777561,0.821314,0.175936,0.166164,0.172599,0.163701,0.004449,0.004635,-0.690747,-0.662278,-1.206548,1.130032,0.405821,0.593104,0.168111,0.485402,-0.824064,0.524556,0.777309,0.495943,0.325383,0.058607,0.138092,0.783990,6.780903,7.577101,1.275527,0.710478,0.140947,1.337227,1.387310,5.770000,5.117500,5.600000,12.348720,0.146414,0.330241,0.907212,2.907131,1.055668
14,3,2007,250,0.045122,0.063261,0.593104,0.180117,0.014304,0.132964,0.072287,0.038627,0.112810,0.111745,0.035423,0.035035,0.046733,1.407219,-0.046544,-0.476909,0.909524,0.448041,0.501020,0.944015,0.952465,0.055985,0.047535,0.528700,0.041287,0.060123,0.474400,0.431478,0.034189,0.022693,0.013571,1.036307,0.086741,1.178115,0.087589,0.045563,0.072287,0.570845,0.590139,0.155247,0.115894,0.117024,0.107340,0.004842,0.004009,-0.966278,-1.010685,-1.201414,1.207805,0.398955,0.599946,0.182757,0.473256,-0.797460,0.360859,0.762437,0.651625,0.413231,0.054326,0.084344,0.559618,5.631245,7.547910,1.786933,0.520991,0.128321,1.429038,1.331220,4.580000,3.924167,6.900000,8.402534,0.192506,0.069444,0.681991,3.778226,1.000000
15,2,2013,700,0.046016,0.024779,0.296570,0.269861,0.032625,0.297953,0.242457,0.050416,0.060258,0.060124,0.042628,0.033136,0.041360,1.286605,0.000000,0.086871,0.581475,0.002477,0.005988,0.987069,0.666838,0.012931,0.333162,0.878233,-0.181445,0.045470,0.873492,0.507914,0.049605,0.098060,0.032734,1.034272,0.042755,1.956656,0.074950,0.080667,0.242457,1.858824,1.797605,1.263646,1.712913,1.258734,1.230349,0.014192,0.011530,0.080446,0.154480,0.131643,0.968155,0.664072,0.332788,-0.131550,1.142283,0.260237,-0.170604,2.015830,0.291228,0.150090,0.044720,0.006541,1.796529,2.593521,2.694189,0.556629,1.077821,0.379747,1.473555,1.419020,0.020000,0.018333,12.900000,0.890094,0.001536,-0.065055,1.345635,2.227299,1.014518
15,2,2012,700,0.062209,0.046016,0.332788,0.297953,0.045695,0.323558,0.258553,0.074255,0.077520,0.077554,0.056967,0.039355,0.048040,1.256127,0.000000,0.245131,0.616580,0.009275,0.007999,0.376344,0.513532,0.623656,0.486468,0.623656,0.031193,0.038407,0.961171,0.592639,0.072937,0.126588,0.046275,1.040967,0.048708,2.108958,0.073076,0.093331,0.258553,2.098261,2.031715,2.781818,1.878071,2.777922,2.767532,0.005195,0.016525,0.189529,0.135792,0.386370,1.030146,0.634447,0.365099,0.332468,1.398725,0.670577,0.045343,6.268831,0.265306,0.157100,0.050831,0.359335,2.031430,3.379552,3.443044,0.492264,1.277621,0.294930,1.522050,1.483600,0.030000,0.113333,12.300000,2.954568,0.015862,0.249542,1.439266,1.996101,1.024021
15,2,2011,700,0.056184,0.062209,0.365099,0.323558,0.040304,0.270527,0.215212,0.070308,0.078701,0.076244,0.054695,0.036905,0.045177,1.402445,0.000000,0.103502,0.640530,0.006801,0.026198,0.634831,0.616538,0.365169,0.329550,0.580812,0.081881,0.039207,0.965452,0.618400,0.068029,0.100691,0.040599,1.038319,0.046903,1.925483,0.071913,0.086144,0.215212,1.883841,1.823328,1.404357,1.303748,1.403676,1.358747,0.022464,0.030901,0.085776,0.066715,0.173431,1.053026,0.596794,0.399755,0.279101,1.161589,0.256698,0.099905,2.906739,0.282548,0.162939,0.044080,0.246715,1.823328,3.356762,3.492184,0.548448,1.197890,0.292996,1.406451,1.511580,0.220000,0.195000,11.300000,4.219903,0.080085,0.151835,1.151835,2.181925,1.043590
15,2,2010,700,0.030587,0.056184,0.399755,0.270527,0.018775,0.183588,0.151908,0.032834,0.040375,0.040196,0.024674,0.017956,0.021534,1.452799,0.000000,0.056672,0.673193,0.044388,0.030841,0.600382,0.562473,0.298092,0.437527,0.590076,0.084586,0.047314,0.929592,0.625794,0.032157,0.039313,0.017688,1.018284,0.026652,1.730859,0.063215,0.072548,0.151908,1.606122,1.631722,1.209790,1.241221,1.208519,1.130960,0.038779,0.030534,0.052414,0.050191,0.103028,1.114290,0.550060,0.444117,0.449460,1.016327,0.125954,-0.035539,2.532740,0.387097,0.149688,0.027481,0.243834,1.631722,3.308460,3.872079,0.612849,1.147962,0.292249,1.477377,1.472760,0.180000,0.200000,10.300000,2.438991,0.024457,-0.011877,1.000000,2.630467,0.998044
15,2,2009,700,0.033308,0.030587,0.444117,0.183588,0.016248,0.230618,0.178116,0.027755,0.040690,0.042128,0.020550,0.014087,0.017118,1.478510,0.000000,0.058652,0.737425,0.016855,0.050324,0.513739,0.494938,0.616781,0.567695,0.855250,-0.044267,0.043162,0.956281,0.705185,0.027353,0.041217,0.016314,1.021349,0.026379,1.873977,0.055607,0.070213,0.178116,1.719252,1.729043,1.288443,1.296860,1.277937,1.241643,0.018147,0.022835,0.046262,0.047794,0.098339,1.042059,0.601096,0.396660,0.302770,1.139847,0.148184,0.064232,4.133715,0.513089,0.208511,0.048086,0.409313,1.729043,4.839140,4.789435,0.578355,1.270410,0.202053,1.406695,1.364090,0.550000,2.405833,6.800000,2.753202,0.003161,0.115528,1.012020,2.521749,0.989960
15,2,2008,700,0.036909,0.033308,0.396660,0.230618,0.018681,0.209144,0.157537,0.032373,0.044861,0.045404,0.022980,0.017155,0.021414,1.635574,0.000000,0.062030,0.723175,0.084177,0.070430,0.477592,0.419107,0.522408,0.580893,0.746492,-0.090191,0.041660,0.888652,0.642651,0.031858,0.043006,0.018301,1.017454,0.030600,1.827771,0.056733,0.068430,0.157537,1.633990,1.648925,1.305213,1.448697,1.289100,1.234123,0.027488,0.042152,0.052494,0.065944,0.107981,1.036288,0.574456,0.422317,0.239810,1.101758,0.145767,0.390299,3.920379,0.492823,0.222944,0.046627,0.386989,1.644724,4.454611,4.696784,0.608005,1.218151,0.216987,1.337227,1.387310,5.770000,5.117500,5.600000,12.348720,0.146414,0.330241,0.907212,2.907131,1.055668
15,2,2007,700,0.043553,0.036909,0.422317,0.209144,0.029258,0.223602,0.179646,0.049637,0.051267,0.050792,0.034121,0.034962,0.048000,1.411570,0.000000,0.097791,0.743976,0.056430,0.059820,0.357382,0.347233,0.642618,0.652767,0.695174,-0.046158,0.054807,0.916329,0.681727,0.048493,0.066890,0.028112,1.036229,0.047235,1.343893,0.085222,0.078579,0.179646,1.196961,1.224705,1.651070,1.707704,1.629679,1.504011,0.062834,0.074773,0.110381,0.106188,0.168687,1.087884,0.579719,0.414758,0.561497,1.142240,0.232680,0.209098,5.657754,0.327586,0.162393,0.036312,0.465882,1.213922,3.572470,3.902698,0.823776,0.925918,0.265639,1.429038,1.331220,4.580000,3.924167,6.900000,8.402534,0.192506,0.069444,0.681991,3.778226,1.000000
16,1,2013,500,-0.023941,-0.025755,1.034358,0.006987,-0.089996,0.010082,-0.044739,0.263764,0.071540,0.049608,0.268930,-0.129870,-0.140647,0.539158,-0.336245,-1.256769,0.878603,0.000000,0.000000,0.994329,0.995114,0.005671,0.004886,0.000000,0.000000,0.040712,1.000000,0.878603,0.233032,-0.064902,-0.089956,0.979644,-0.024675,0.781726,-0.092208,-0.062036,-0.044739,0.785714,0.781726,0.088086,0.087070,0.088086,0.073511,0.006971,0.004255,-1.868831,-1.811039,3.255656,1.033595,-0.386026,1.389771,0.019011,-0.430417,-0.906742,-0.014085,-0.274398,-5.250000,5.250000,0.052930,-0.020362,0.761246,5.539568,5.789474,1.313636,0.672783,0.164935,1.473555,1.419020,0.020000,0.018333,12.900000,0.890094,0.001536,-0.065055,1.345635,2.227299,1.014518
16,1,2012,500,-0.031275,-0.016601,1.389771,0.010082,-0.120835,0.005394,-0.072151,0.504638,0.132083,0.090056,0.510319,-0.170294,-0.183956,0.507413,-0.217657,-1.180070,0.888986,0.000000,0.000000,0.995954,0.997849,0.004046,0.002151,0.000000,0.000000,0.035627,1.000000,0.888986,0.401180,-0.091706,-0.118881,0.959459,-0.030730,0.786902,-0.137004,-0.095069,-0.072151,0.788889,0.786902,0.085985,0.074713,0.085985,0.082600,0.001354,0.006825,-1.728553,-1.649168,3.982301,1.005714,-0.296329,1.296848,0.003385,-0.327434,-0.910317,0.167414,-0.225457,-5.333333,14.000000,0.075523,-0.017699,0.764562,6.149606,7.509615,1.307939,0.693914,0.158771,1.522050,1.483600,0.030000,0.113333,12.300000,2.954568,0.015862,0.249542,1.439266,1.996101,1.024021
